Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/KillerID_Company_Theme/C9979_Classic 기본 텍스트 설정,Chrome 149.0.7827.114,"C9979_Classic 로그인 페이지 기본 텍스트 설정

사전 조건
역할: 관리자
Classic 모드에서 Login Page Text가 커스터마이즈된 상태여야 합니다

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Login Page Layout에서 'Classic (Old Login Page)'를 선택하세요
5. Login Page Text에서 'Use Default' 라디오를 선택하세요
6. 'Save' 버튼을 클릭하세요
7. 페이지를 새로고침하고 기본 텍스트가 적용되는지 확인하세요

결과값
기본 텍스트 'Welcome to {domain name}'이 Classic 로그인 페이지에 표시됩니다.",,16-06-2026 02:45:48,16-06-2026 02:46:37,48.848s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:45:48,16-06-2026 02:46:30,42.304s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:46:30,16-06-2026 02:46:36,5.780s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:46:36,16-06-2026 02:46:36,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:46:36,16-06-2026 02:46:37,0.693s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9980_Classic 텍스트 색상 변경,Chrome 149.0.7827.114,"C9980_Classic 로그인 텍스트 색상 변경

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Login Page Layout에서 'Classic (Old Login Page)'를 선택하세요
5. Login Text Color 필드의 Hex Value를 변경하세요 (예: '#00ff00')
6. 'Save' 버튼을 클릭하세요
7. 페이지를 새로고침하고 색상이 유지되는지 확인하세요

결과값
로그인 텍스트 색상이 변경되고 Classic 로그인 페이지에 표시됩니다.",,16-06-2026 02:46:37,16-06-2026 02:47:20,43.243s,PASSED
"randomHex = """"",Chrome 149.0.7827.114,,,16-06-2026 02:46:37,16-06-2026 02:46:37,0.001s,PASSED
"randomColor = """"",Chrome 149.0.7827.114,,,16-06-2026 02:46:37,16-06-2026 02:46:37,0.001s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:46:37,16-06-2026 02:47:19,42.122s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:47:19,16-06-2026 02:47:19,0.414s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:47:19,16-06-2026 02:47:19,0.002s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:47:19,16-06-2026 02:47:20,0.577s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9981_Classic 텍스트 기본 색상,Chrome 149.0.7827.114,"C9981_Classic 로그인 텍스트 기본 색상 설정

사전 조건
역할: 관리자
Classic 모드에서 Login Text Color가 커스텀 색상으로 변경된 상태여야 합니다

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Login Page Layout에서 'Classic (Old Login Page)'를 선택하세요
5. Login Text Color 옆의 'Default' 버튼을 클릭하세요
6. 'Save' 버튼을 클릭하세요
7. 페이지를 새로고침하고 기본 색상(#ffffff)이 적용되는지 확인하세요

결과값
Login Text Color가 기본값 (#ffffff)으로 변경되고 Classic 로그인 페이지에 표시됩니다.",,16-06-2026 02:47:20,16-06-2026 02:48:09,49.527s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:47:20,16-06-2026 02:48:03,42.879s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:48:03,16-06-2026 02:48:09,5.992s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:48:09,16-06-2026 02:48:09,0.002s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:48:09,16-06-2026 02:48:09,0.554s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9982_Classic 배경색 변경,Chrome 149.0.7827.114,"C9982_Classic 테마 배경색 변경

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Login Page Layout에서 'Classic (Old Login Page)'를 선택하세요
5. Theme Background Color 필드의 Hex Value를 변경하세요 (예: '#993366')
6. 'Save' 버튼을 클릭하세요
7. 페이지를 새로고침하고 색상이 유지되는지 확인하세요

결과값
테마 배경색이 변경되고 Classic 로그인 페이지에 표시됩니다.",,16-06-2026 02:48:09,16-06-2026 02:49:19,1m - 9.872s,PASSED
